"chr"	"starts"	"ends"	"genes"
"65115"	"chr20"	3796488	3796489	"CDC25B"
"65116"	"chr20"	3174299	3174300	"LZTS3"
"65117"	"chr20"	38581946	38581947	"ADIG"
"65118"	"chr20"	38602558	38602559	"ARHGAP40"
"65119"	"chr20"	45813325	45813326	"UBE2C"
"65120"	"chr20"	45813325	45813326	"UBE2C"
"65121"	"chr20"	57526402	57526403	"CTCFL"
"65122"	"chr20"	54071515	54071516	"BCAS1"
"65123"	"chr20"	49278927	49278928	"ZFAS1"
"65124"	"chr20"	49278927	49278928	"ZFAS1"
"65125"	"chr20"	18289276	18289277	"ZNF133"
"65126"	"chr20"	45705769	45705770	"WFDC10B"
"65127"	"chr20"	63708777	63708778	"ZGPAT"
"65128"	"chr20"	35743010	35743011	"RBM39"
"65129"	"chr20"	38034206	38034207	"TTI1"
"65130"	"chr20"	32052991	32052992	"HCK"
"65131"	"chr20"	38167258	38167259	"TGM2"
"65132"	"chr20"	56392965	56392966	"AURKA"
"65133"	"chr20"	32011187	32011188	"CCM2L"
"65134"	"chr20"	5951401	5951402	"MCM8"
"65135"	"chr20"	9839826	9839827	"PAK5"
"65136"	"chr20"	31723618	31723619	"BCL2L1"
"65137"	"chr20"	13991364	13991365	"SEL1L2"
"65138"	"chr20"	63957166	63957167	"UCKL1"
"65139"	"chr20"	38473592	38473593	"RALGAPB"
"65140"	"chr20"	38473592	38473593	"RALGAPB"
"65141"	"chr20"	37179795	37179796	"RPN2"
"65142"	"chr20"	37179795	37179796	"RPN2"
"65143"	"chr20"	57621176	57621177	"ZBP1"
"65144"	"chr20"	18508689	18508690	"SEC23B"
"65145"	"chr20"	63957166	63957167	"UCKL1"
"65146"	"chr20"	63957166	63957167	"UCKL1"
"65147"	"chr20"	22608267	22608268	"LNCNEF"
"65148"	"chr20"	23453626	23453627	"CST11"
"65149"	"chr20"	18468139	18468140	"POLR3F"
"65150"	"chr20"	23036169	23036170	"SSTR4"
"65151"	"chr20"	25248834	25248835	"PYGB"
"65152"	"chr20"	57691436	57691437	"PMEPA1"
"65153"	"chr20"	18288977	18288978	"ZNF133"
"65154"	"chr20"	1492170	1492171	"SIRPB2"
"65155"	"chr20"	54071344	54071345	"BCAS1"
"65156"	"chr20"	36574346	36574347	"TGIF2"
"65157"	"chr20"	18497975	18497976	"RBBP9"
"65158"	"chr20"	45255314	45255315	"SLPI"
"65159"	"chr20"	45516372	45516373	"SPINT3"
"65160"	"chr20"	45349174	45349175	"SDC4"
"65161"	"chr20"	33444642	33444643	"SNTA1"
"65162"	"chr20"	1896156	1896157	"SIRPA"
"65163"	"chr20"	9308549	9308550	"PLCB4"
"65164"	"chr20"	6007998	6007999	"CRLS1"
"65165"	"chr20"	8133015	8133016	"PLCB1"
"65166"	"chr20"	10035736	10035737	"ANKEF1"
"65167"	"chr20"	13009721	13009722	"SPTLC3"
"65168"	"chr20"	13785777	13785778	"NDUFAF5"
"65169"	"chr20"	18289276	18289277	"ZNF133"
"65170"	"chr20"	18289276	18289277	"ZNF133"
"65171"	"chr20"	51023857	51023858	"KCNG1"
"65172"	"chr20"	3210247	3210248	"ITPA"
"65173"	"chr20"	3210247	3210248	"ITPA"
"65174"	"chr20"	3471767	3471768	"ATRN"
"65175"	"chr20"	37257658	37257659	"GHRH"
"65176"	"chr20"	49220044	49220045	"DDX27"
"65177"	"chr20"	35743010	35743011	"RBM39"
"65178"	"chr20"	58652002	58652003	"STX16"
"65179"	"chr20"	60309223	60309224	"MIR646"
"65180"	"chr20"	50191332	50191333	"CEBPB"
"65181"	"chr20"	50191332	50191333	"CEBPB"
"65182"	"chr20"	62862572	62862573	"TCFL5"
"65183"	"chr20"	62953458	62953459	"SLC17A9"
"65184"	"chr20"	18467780	18467781	"DZANK1"
"65185"	"chr20"	23827479	23827480	"CST2"
"65186"	"chr20"	56393394	56393395	"CSTF1"
"65187"	"chr20"	408799	408800	"RBCK1"
"65188"	"chr20"	409048	409049	"RBCK1"
"65189"	"chr20"	408799	408800	"RBCK1"
"65190"	"chr20"	35285522	35285523	"EIF6"
"65191"	"chr20"	37180079	37180080	"RPN2"
"65192"	"chr20"	34956617	34956618	"MYH7B"
"65193"	"chr20"	23422269	23422270	"NAPB"
"65194"	"chr20"	62221028	62221029	"HRH3"
"65195"	"chr20"	50959314	50959315	"DPM1"
"65196"	"chr20"	58652002	58652003	"STX16"
"65197"	"chr20"	1468442	1468443	"NSFL1C"
"65198"	"chr20"	47786814	47786815	"SULF2"
"65199"	"chr20"	58689880	58689881	"NPEPL1"
"65200"	"chr20"	59043536	59043537	"PRELID3B"
"65201"	"chr20"	59934528	59934529	"FAM217B"
"65202"	"chr20"	18467780	18467781	"DZANK1"
"65203"	"chr20"	56469334	56469335	"RTF2"
"65204"	"chr20"	13991364	13991365	"SEL1L2"
"65205"	"chr20"	33687135	33687136	"E2F1"
"65206"	"chr20"	49983729	49983730	"SNAI1"
"65207"	"chr20"	34705093	34705094	"TP53INP2"
"65208"	"chr20"	56469334	56469335	"RTF2"
"65209"	"chr20"	13785683	13785684	"ESF1"
"65210"	"chr20"	21126831	21126832	"KIZ"
"65211"	"chr20"	21126831	21126832	"KIZ"
"65212"	"chr20"	37096747	37096748	"RBL1"
"65213"	"chr20"	51803271	51803272	"SALL4"
"65214"	"chr20"	58689880	58689881	"NPEPL1"
"65215"	"chr20"	34112993	34112994	"EIF2S2"
"65216"	"chr20"	18468139	18468140	"POLR3F"
"65217"	"chr20"	38347231	38347232	"LBP"
"65218"	"chr20"	4824358	4824359	"RASSF2"
"65219"	"chr20"	63736450	63736451	"LIME1"
"65220"	"chr20"	25058889	25058890	"ACSS1"
"65221"	"chr20"	50268235	50268236	"SMIM25"
"65222"	"chr20"	33236745	33236746	"BPIFA1"
"65223"	"chr20"	33162519	33162520	"BPIFA2"
"65224"	"chr20"	31391340	31391341	"DEFB119"
"65225"	"chr20"	31391340	31391341	"DEFB119"
"65226"	"chr20"	63957166	63957167	"UCKL1"
"65227"	"chr20"	58892170	58892171	"GNAS"
"65228"	"chr20"	32484240	32484241	"NOL4L"
"65229"	"chr20"	45834548	45834549	"SNX21"
"65230"	"chr20"	36574346	36574347	"TGIF2"
"65231"	"chr20"	45890893	45890894	"CTSA"
"65232"	"chr20"	57526402	57526403	"CTCFL"
"65233"	"chr20"	57525877	57525878	"CTCFL"
"65234"	"chr20"	57526402	57526403	"CTCFL"
"65235"	"chr20"	57526402	57526403	"CTCFL"
"65236"	"chr20"	57525617	57525618	"CTCFL"
"65237"	"chr20"	57526402	57526403	"CTCFL"
"65238"	"chr20"	18289276	18289277	"ZNF133"
"65239"	"chr20"	63473405	63473406	"KCNQ2"
"65240"	"chr20"	5611756	5611757	"GPCPD1"
"65241"	"chr20"	38166020	38166021	"TGM2"
"65242"	"chr20"	38166020	38166021	"TGM2"
"65243"	"chr20"	45540232	45540233	"WFDC6"
"65244"	"chr20"	45548151	45548152	"EPPIN.WFDC6"
"65245"	"chr20"	37528482	37528483	"BLCAP"
"65246"	"chr20"	20018111	20018112	"NAA20"
"65247"	"chr20"	35278872	35278873	"MMP24OS"
"65248"	"chr20"	51563589	51563590	"NFATC2"
"65249"	"chr20"	51563589	51563590	"NFATC2"
"65250"	"chr20"	51563589	51563590	"NFATC2"
"65251"	"chr20"	17969767	17969768	"MGME1"
"65252"	"chr20"	228007	228008	"DEFB129"
"65253"	"chr20"	46551404	46551405	"OCSTAMP"
"65254"	"chr20"	18289276	18289277	"ZNF133"
"65255"	"chr20"	18289276	18289277	"ZNF133"
"65256"	"chr20"	45813393	45813394	"UBE2C"
"65257"	"chr20"	47357449	47357450	"ZMYND8"
"65258"	"chr20"	63473405	63473406	"KCNQ2"
"65259"	"chr20"	50113948	50113949	"UBE2V1"
"65260"	"chr20"	50113948	50113949	"UBE2V1"
"65261"	"chr20"	50113948	50113949	"UBE2V1"
"65262"	"chr20"	43667768	43667769	"MYBL2"
"65263"	"chr20"	4687205	4687206	"PRNP"
"65264"	"chr20"	23362931	23362932	"GZF1"
"65265"	"chr20"	21126831	21126832	"KIZ"
"65266"	"chr20"	43916879	43916880	"TOX2"
"65267"	"chr20"	63866019	63866020	"TPD52L2"
"65268"	"chr20"	33563114	33563115	"CBFA2T2"
"65269"	"chr20"	35285522	35285523	"EIF6"
"65270"	"chr20"	25083129	25083130	"VSX1"
"65271"	"chr20"	51543469	51543470	"NFATC2"
"65272"	"chr20"	18289276	18289277	"ZNF133"
"65273"	"chr20"	18289276	18289277	"ZNF133"
"65274"	"chr20"	35969339	35969340	"CNBD2"
"65275"	"chr20"	32208629	32208630	"POFUT1"
"65276"	"chr20"	35285467	35285468	"EIF6"
"65277"	"chr20"	46685235	46685236	"SLC13A3"
"65278"	"chr20"	46685235	46685236	"SLC13A3"
"65279"	"chr20"	5127757	5127758	"CDS2"
"65280"	"chr20"	38927166	38927167	"FAM83D"
"65281"	"chr20"	45813393	45813394	"UBE2C"
"65282"	"chr20"	43591686	43591687	"IFT52"
"65283"	"chr20"	2693529	2693530	"EBF4"
"65284"	"chr20"	1658529	1658530	"SIRPG"
"65285"	"chr20"	6006872	6006873	"CRLS1"
"65286"	"chr20"	6007998	6007999	"CRLS1"
"65287"	"chr20"	36574222	36574223	"TGIF2"
"65288"	"chr20"	33732745	33732746	"ZNF341"
"65289"	"chr20"	13996265	13996266	"MACROD2"
"65290"	"chr20"	63957166	63957167	"UCKL1"
"65291"	"chr20"	45309279	45309280	"MATN4"
"65292"	"chr20"	44211521	44211522	"OSER1"
"65293"	"chr20"	45222122	45222123	"SEMG2"
"65294"	"chr20"	18508231	18508232	"SEC23B"
"65295"	"chr20"	2653381	2653382	"NOP56"
"65296"	"chr20"	36952593	36952594	"SAMHD1"
"65297"	"chr20"	64080268	64080269	"RGS19"
"65298"	"chr20"	23087074	23087075	"CD93"
"65299"	"chr20"	31606038	31606039	"ID1"
"65300"	"chr20"	10434972	10434973	"MKKS"
"65301"	"chr20"	36774501	36774502	"DSN1"
"65302"	"chr20"	56393120	56393121	"CSTF1"
"65303"	"chr20"	63866019	63866020	"TPD52L2"
"65304"	"chr20"	18059938	18059939	"OVOL2"
"65305"	"chr20"	18059938	18059939	"OVOL2"
"65306"	"chr20"	59934387	59934388	"SYCP2"
"65307"	"chr20"	45972953	45972954	"ZNF335"
"65308"	"chr20"	1119351	1119352	"PSMF1"
"65309"	"chr20"	44522820	44522821	"SERINC3"
"65310"	"chr20"	44961147	44961148	"TOMM34"
"65311"	"chr20"	347860	347861	"NRSN2"
"65312"	"chr20"	348654	348655	"NRSN2"
"65313"	"chr20"	347860	347861	"NRSN2"
"65314"	"chr20"	347860	347861	"NRSN2"
"65315"	"chr20"	347860	347861	"NRSN2"
"65316"	"chr20"	347860	347861	"NRSN2"
"65317"	"chr20"	2874245	2874246	"PTPRA"
"65318"	"chr20"	2923956	2923957	"PTPRA"
"65319"	"chr20"	1393922	1393923	"FKBP1A"
"65320"	"chr20"	34364022	34364023	"ITCH"
"65321"	"chr20"	63273562	63273563	"ARFGAP1"
"65322"	"chr20"	45175651	45175652	"PI3"
"65323"	"chr20"	3160615	3160616	"UBOX5"
"65324"	"chr20"	3160615	3160616	"UBOX5"
"65325"	"chr20"	2801377	2801378	"CPXM1"
"65326"	"chr20"	2509665	2509666	"ZNF343"
"65327"	"chr20"	2509665	2509666	"ZNF343"
"65328"	"chr20"	2509665	2509666	"ZNF343"
"65329"	"chr20"	46119063	46119064	"CD40"
"65330"	"chr20"	34304105	34304106	"AHCY"
"65331"	"chr20"	41138292	41138293	"PLCG1"
"65332"	"chr20"	2841901	2841902	"PCED1A"
"65333"	"chr20"	2509665	2509666	"ZNF343"
"65334"	"chr20"	2509665	2509666	"ZNF343"
"65335"	"chr20"	2509665	2509666	"ZNF343"
"65336"	"chr20"	63538120	63538121	"PTK6"
"65337"	"chr20"	20056796	20056797	"CRNKL1"
"65338"	"chr20"	62183774	62183775	"MTG2"
"65339"	"chr20"	3072369	3072370	"OXT"
"65340"	"chr20"	62709585	62709586	"NTSR1"
"65341"	"chr20"	56006269	56006270	"CBLN4"
"65342"	"chr20"	2841494	2841495	"VPS16"
"65343"	"chr20"	18467780	18467781	"DZANK1"
"65344"	"chr20"	32763134	32763135	"DNMT3B"
"65345"	"chr20"	33994660	33994661	"RALY"
"65346"	"chr20"	63740525	63740526	"SLC2A4RG"
"65347"	"chr20"	59605289	59605290	"PHACTR3"
"65348"	"chr20"	33005183	33005184	"SUN5"
"65349"	"chr20"	31391340	31391341	"DEFB119"
"65350"	"chr20"	35700154	35700155	"ROMO1"
"65351"	"chr20"	36575264	36575265	"TGIF2.RAB5IF"
"65352"	"chr20"	36774513	36774514	"DSN1"
"65353"	"chr20"	36774513	36774514	"DSN1"
"65354"	"chr20"	25391585	25391586	"ABHD12"
"65355"	"chr20"	59941055	59941056	"PPP1R3D"
"65356"	"chr20"	49220045	49220046	"STAU1"
"65357"	"chr20"	63865977	63865978	"TPD52L2"
"65358"	"chr20"	63866019	63866020	"TPD52L2"
"65359"	"chr20"	63865977	63865978	"TPD52L2"
"65360"	"chr20"	17682992	17682993	"RRBP1"
"65361"	"chr20"	62845315	62845316	"DPH3P1"
"65362"	"chr20"	45892037	45892038	"NEURL2"
"65363"	"chr20"	59008004	59008005	"CTSZ"
"65364"	"chr20"	57525877	57525878	"CTCFL"
"65365"	"chr20"	57525617	57525618	"CTCFL"
"65366"	"chr20"	4016308	4016309	"RNF24"
"65367"	"chr20"	18288977	18288978	"ZNF133"
"65368"	"chr20"	47502636	47502637	"NCOA3"
"65369"	"chr20"	38304899	38304900	"BPI"
"65370"	"chr20"	45207782	45207783	"SEMG1"
"65371"	"chr20"	56533995	56533996	"FAM209B"
"65372"	"chr20"	58819063	58819064	"MIR298"
"65373"	"chr20"	23491866	23491867	"CST8"
"65374"	"chr20"	2471539	2471540	"SNRPB"
"65375"	"chr20"	49813577	49813578	"SLC9A8"
"65376"	"chr20"	381378	381379	"TRIB3"
"65377"	"chr20"	18288977	18288978	"ZNF133"
"65378"	"chr20"	5912259	5912260	"CHGB"
"65379"	"chr20"	62428289	62428290	"RBBP8NL"
"65380"	"chr20"	25697603	25697604	"ZNF337"
"65381"	"chr20"	50637668	50637669	"RIPOR3"
"65382"	"chr20"	46009657	46009658	"MMP9"
"65383"	"chr20"	62239270	62239271	"OSBPL2"
"65384"	"chr20"	58853730	58853731	"GNAS"
"65385"	"chr20"	58842369	58842370	"GNAS"
"65386"	"chr20"	58892170	58892171	"GNAS"
"65387"	"chr20"	58889929	58889930	"GNAS"
"65388"	"chr20"	62387852	62387853	"RPS21"
"65389"	"chr20"	58389978	58389979	"VAPB"
"65390"	"chr20"	21126831	21126832	"KIZ"
"65391"	"chr20"	48828749	48828750	"PREX1"
"65392"	"chr20"	44910809	44910810	"PABPC1L"
"65393"	"chr20"	17227789	17227790	"PCSK2"
"65394"	"chr20"	38806446	38806447	"PPP1R16B"
"65395"	"chr20"	50692292	50692293	"RIPOR3"
"65396"	"chr20"	35227439	35227440	"MMP24"
"65397"	"chr20"	31820124	31820125	"MYLK2"
"65398"	"chr20"	53876459	53876460	"SUMO1P1"
"65399"	"chr20"	22579392	22579393	"LINC00261"
"65400"	"chr20"	61600510	61600511	"CDH4"
"65401"	"chr20"	49220044	49220045	"DDX27"
"65402"	"chr20"	58693549	58693550	"NPEPL1"
"65403"	"chr20"	35412892	35412893	"UQCC1"
"65404"	"chr20"	32820703	32820704	"MAPRE1"
"65405"	"chr20"	3918313	3918314	"MIR103B2"
"65406"	"chr20"	31309335	31309336	"DEFB116"
"65407"	"chr20"	45890893	45890894	"CTSA"
"65408"	"chr20"	37179795	37179796	"RPN2"
"65409"	"chr20"	34705093	34705094	"TP53INP2"
"65410"	"chr20"	10035736	10035737	"ANKEF1"
"65411"	"chr20"	46119063	46119064	"CD40"
"65412"	"chr20"	10219547	10219548	"SNAP25"
"65413"	"chr20"	10219547	10219548	"SNAP25"
"65414"	"chr20"	10219547	10219548	"SNAP25"
"65415"	"chr20"	10219547	10219548	"SNAP25"
"65416"	"chr20"	10219547	10219548	"SNAP25"
"65417"	"chr20"	10219547	10219548	"SNAP25"
"65418"	"chr20"	10219547	10219548	"SNAP25"
"65419"	"chr20"	10219547	10219548	"SNAP25"
"65420"	"chr20"	653950	653951	"SRXN1"
"65421"	"chr20"	21706413	21706414	"PAX1"
"65422"	"chr20"	3787490	3787491	"CENPB"
"65423"	"chr20"	45890893	45890894	"CTSA"
"65424"	"chr20"	31476037	31476038	"REM1"
"65425"	"chr20"	5002260	5002261	"SLC23A2"
"65426"	"chr20"	25624764	25624765	"NANP"
"65427"	"chr20"	57621176	57621177	"ZBP1"
"65428"	"chr20"	57621176	57621177	"ZBP1"
"65429"	"chr20"	382092	382093	"TRIB3"
"65430"	"chr20"	382055	382056	"TRIB3"
"65431"	"chr20"	382092	382093	"TRIB3"
"65432"	"chr20"	382044	382045	"TRIB3"
"65433"	"chr20"	1393922	1393923	"FKBP1A"
"65434"	"chr20"	382044	382045	"TRIB3"
"65435"	"chr20"	13996083	13996084	"SEL1L2"
"65436"	"chr20"	62228992	62228993	"LOC105369209"
"65437"	"chr20"	2664966	2664967	"IDH3B"
"65438"	"chr20"	35456347	35456348	"CEP250"
"65439"	"chr20"	3046801	3046802	"MRPS26"
"65440"	"chr20"	44532530	44532531	"PKIG"
"65441"	"chr20"	45813744	45813745	"UBE2C"
"65442"	"chr20"	45813393	45813394	"UBE2C"
"65443"	"chr20"	59301360	59301361	"EDN3"
"65444"	"chr20"	59301360	59301361	"EDN3"
"65445"	"chr20"	59301360	59301361	"EDN3"
"65446"	"chr20"	19213391	19213392	"SLC24A3"
"65447"	"chr20"	4687205	4687206	"PRNP"
"65448"	"chr20"	17570824	17570825	"DSTN"
"65449"	"chr20"	2693627	2693628	"EBF4"
"65450"	"chr20"	43915601	43915602	"TOX2"
"65451"	"chr20"	34877274	34877275	"ACSS2"
"65452"	"chr20"	1204203	1204204	"C20orf202"
"65453"	"chr20"	31740039	31740040	"TPX2"
"65454"	"chr20"	10436054	10436055	"SLX4IP"
"65455"	"chr20"	44311952	44311953	"FITM2"
"65456"	"chr20"	33563114	33563115	"CBFA2T2"
"65457"	"chr20"	45408738	45408739	"DBNDD2"
"65458"	"chr20"	834464	834465	"FAM110A"
"65459"	"chr20"	31870991	31870992	"DUSP15"
"65460"	"chr20"	44476623	44476624	"TTPAL"
"65461"	"chr20"	63866019	63866020	"TPD52L2"
"65462"	"chr20"	3238477	3238478	"SLC4A11"
"65463"	"chr20"	63574989	63574990	"HELZ2"
"65464"	"chr20"	1003061	1003062	"RSPO4"
"65465"	"chr20"	38261485	38261486	"KIAA1755"
"65466"	"chr20"	33667692	33667693	"ACTL10"
"65467"	"chr20"	4687205	4687206	"PRNP"
"65468"	"chr20"	4687205	4687206	"PRNP"
"65469"	"chr20"	5113837	5113838	"TMEM230"
"65470"	"chr20"	44532530	44532531	"PKIG"
"65471"	"chr20"	45813393	45813394	"UBE2C"
"65472"	"chr20"	23606723	23606724	"CST9"
"65473"	"chr20"	45307589	45307590	"RBPJL"
"65474"	"chr20"	38166020	38166021	"TGM2"
"65475"	"chr20"	49189120	49189121	"STAU1"
"65476"	"chr20"	5113837	5113838	"TMEM230"
"65477"	"chr20"	54476342	54476343	"DOK5"
"65478"	"chr20"	58652032	58652033	"STX16"
"65479"	"chr20"	60056674	60056675	"C20orf197"
"65480"	"chr20"	60056674	60056675	"C20orf197"
"65481"	"chr20"	60056674	60056675	"C20orf197"
"65482"	"chr20"	2207677	2207678	"LOC388780"
"65483"	"chr20"	35433778	35433779	"GDF5OS"
"65484"	"chr20"	18830953	18830954	"C20orf78"
"65485"	"chr20"	18830953	18830954	"C20orf78"
"65486"	"chr20"	38166020	38166021	"TGM2"
"65487"	"chr20"	58982005	58982006	"NELFCD"
"65488"	"chr20"	35093565	35093566	"TRPC4AP"
"65489"	"chr20"	44715593	44715594	"CCN5"
"65490"	"chr20"	409048	409049	"RBCK1"
"65491"	"chr20"	37290404	37290405	"MANBAL"
"65492"	"chr20"	37290404	37290405	"MANBAL"
"65493"	"chr20"	37290404	37290405	"MANBAL"
"65494"	"chr20"	37290404	37290405	"MANBAL"
"65495"	"chr20"	49864608	49864609	"MIR12122"
"65496"	"chr20"	63806253	63806254	"ZBTB46"
"65497"	"chr20"	63832014	63832015	"ZBTB46"
"65498"	"chr20"	776735	776736	"SLC52A3"
"65499"	"chr20"	776735	776736	"SLC52A3"
"65500"	"chr20"	62144518	62144519	"SS18L1"
"65501"	"chr20"	16730775	16730776	"SNRPB2"
"65502"	"chr20"	37346877	37346878	"SRC"
"65503"	"chr20"	56393087	56393088	"AURKA"
"65504"	"chr20"	56392965	56392966	"AURKA"
"65505"	"chr20"	56392965	56392966	"AURKA"
"65506"	"chr20"	56392965	56392966	"AURKA"
"65507"	"chr20"	47787366	47787367	"SULF2"
"65508"	"chr20"	56392965	56392966	"AURKA"
"65509"	"chr20"	2381650	2381651	"TGM6"
"65510"	"chr20"	63866019	63866020	"TPD52L2"
"65511"	"chr20"	44532624	44532625	"PKIG"
"65512"	"chr20"	2664966	2664967	"IDH3B"
"65513"	"chr20"	31515159	31515160	"HM13"
"65514"	"chr20"	31515159	31515160	"HM13"
"65515"	"chr20"	58892170	58892171	"GNAS"
"65516"	"chr20"	58853730	58853731	"GNAS"
"65517"	"chr20"	46029964	46029965	"SLC12A5"
"65518"	"chr20"	5120708	5120709	"PCNA"
"65519"	"chr20"	64080831	64080832	"OPRL1"
"65520"	"chr20"	33082261	33082262	"BPIFB4"
"65521"	"chr20"	22585213	22585214	"FOXA2"
"65522"	"chr20"	13639682	13639683	"TASP1"
"65523"	"chr20"	51769140	51769141	"ATP9A"
"65524"	"chr20"	23880498	23880499	"CST5"
"65525"	"chr20"	2653381	2653382	"NOP56"
"65526"	"chr20"	6006872	6006873	"CRLS1"
"65527"	"chr20"	13785777	13785778	"NDUFAF5"
"65528"	"chr20"	13785777	13785778	"NDUFAF5"
"65529"	"chr20"	18468139	18468140	"POLR3F"
"65530"	"chr20"	31871383	31871384	"TTLL9"
"65531"	"chr20"	31871383	31871384	"TTLL9"
"65532"	"chr20"	35285522	35285523	"EIF6"
"65533"	"chr20"	35700102	35700103	"NFS1"
"65534"	"chr20"	35743010	35743011	"RBM39"
"65535"	"chr20"	36606528	36606529	"RAB5IF"
"65536"	"chr20"	44967261	44967262	"STK4"
"65537"	"chr20"	45416890	45416891	"PIGT"
"65538"	"chr20"	45416890	45416891	"PIGT"
"65539"	"chr20"	45416890	45416891	"PIGT"
"65540"	"chr20"	45416890	45416891	"PIGT"
"65541"	"chr20"	46119063	46119064	"CD40"
"65542"	"chr20"	46119063	46119064	"CD40"
"65543"	"chr20"	49813577	49813578	"SLC9A8"
"65544"	"chr20"	58389978	58389979	"VAPB"
"65545"	"chr20"	62144518	62144519	"SS18L1"
"65546"	"chr20"	62797222	62797223	"MRGBP"
"65547"	"chr20"	63362099	63362100	"CHRNA4"
"65548"	"chr20"	63708726	63708727	"ARFRP1"
"65549"	"chr20"	463283	463284	"TBC1D20"
"65550"	"chr20"	13991364	13991365	"SEL1L2"
"65551"	"chr20"	57621176	57621177	"ZBP1"
"65552"	"chr9"	124292720	124292721	"NEK6"
"65553"	"chr9"	135702934	135702935	"KCNT1"
"65554"	"chr9"	137139903	137139904	"GRIN1"
"65555"	"chr9"	128819249	128819250	"ENDOG"
"65556"	"chr9"	21975577	21975578	"CDKN2A"
"65557"	"chr9"	21995241	21995242	"CDKN2A"
"65558"	"chr9"	123034392	123034393	"GPR21"
"65559"	"chr9"	104600163	104600164	"OR13C5"
"65560"	"chr9"	104606377	104606378	"OR13C2"
"65561"	"chr9"	135700278	135700279	"SOHLH1"
"65562"	"chr9"	127425131	127425132	"ZNF79"
"65563"	"chr9"	136355531	136355532	"GPSM1"
"65564"	"chr9"	136203939	136203940	"LHX3"
"65565"	"chr9"	6646442	6646443	"GLDC"
"65566"	"chr9"	109452134	109452135	"PTPN3"
"65567"	"chr9"	130445456	130445457	"ASS1"
"65568"	"chr9"	7800528	7800529	"DMAC1"
"65569"	"chr9"	17135789	17135790	"CNTLN"
"65570"	"chr9"	21032390	21032391	"HACD4"
"65571"	"chr9"	34459320	34459321	"FAM219A"
"65572"	"chr9"	125262575	125262576	"GAPVD1"
"65573"	"chr9"	127803631	127803632	"FPGS"
"65574"	"chr9"	137115483	137115484	"DPP7"
"65575"	"chr9"	4742793	4742794	"AK3"
"65576"	"chr9"	33168108	33168109	"B4GALT1"
"65577"	"chr9"	14308785	14308786	"NFIB"
"65578"	"chr9"	112380857	112380858	"HSDL2"
"65579"	"chr9"	120580917	120580918	"CDK5RAP2"
"65580"	"chr9"	16871420	16871421	"BNC2"
"65581"	"chr9"	35829977	35829978	"TMEM8B"
"65582"	"chr9"	35829977	35829978	"TMEM8B"
"65583"	"chr9"	79572522	79572523	"TLE4"
"65584"	"chr9"	129037375	129037376	"MIGA2"
"65585"	"chr9"	136867058	136867059	"EDF1"
"65586"	"chr9"	136867058	136867059	"EDF1"
"65587"	"chr9"	136993171	136993172	"PAXX"
"65588"	"chr9"	110049347	110049348	"PALM2.AKAP2"
"65589"	"chr9"	133376810	133376811	"SURF4"
"65590"	"chr9"	135501431	135501432	"MRPS2"
"65591"	"chr9"	121300409	121300410	"GSN"
"65592"	"chr9"	121300185	121300186	"GSN"
"65593"	"chr9"	35711491	35711492	"MIR6852"
"65594"	"chr9"	126915531	126915532	"RALGPS1"
"65595"	"chr9"	126962974	126962975	"RALGPS1"
"65596"	"chr9"	126916188	126916189	"RALGPS1"
"65597"	"chr9"	4741952	4741953	"AK3"
"65598"	"chr9"	137054811	137054812	"ENTPD2"
"65599"	"chr9"	128456755	128456756	"ODF2"
"65600"	"chr9"	132945366	132945367	"TSC1"
"65601"	"chr9"	93096966	93096967	"CARD19"
"65602"	"chr9"	33751215	33751216	"PRSS3"
"65603"	"chr9"	15423625	15423626	"SNAPC3"
"65604"	"chr9"	129836025	129836026	"C9orf78"
"65605"	"chr9"	71912388	71912389	"C9orf85"
"65606"	"chr9"	122829338	122829339	"PDCL"
"65607"	"chr9"	97853975	97853976	"FOXE1"
"65608"	"chr9"	130836003	130836004	"ABL1"
"65609"	"chr9"	112334369	112334370	"PTBP3"
"65610"	"chr9"	4491217	4491218	"SLC1A1"
"65611"	"chr9"	14314891	14314892	"NFIB"
"65612"	"chr9"	14301014	14301015	"NFIB"
"65613"	"chr9"	14301014	14301015	"NFIB"
"65614"	"chr9"	14323137	14323138	"NFIB"
"65615"	"chr9"	14314891	14314892	"NFIB"
"65616"	"chr9"	14308785	14308786	"NFIB"
"65617"	"chr9"	14314891	14314892	"NFIB"
"65618"	"chr9"	33025952	33025953	"DNAJA1"
"65619"	"chr9"	5451291	5451292	"CD274"
"65620"	"chr9"	71911995	71911996	"ABHD17B"
"65621"	"chr9"	12775769	12775770	"LURAP1L"
"65622"	"chr9"	40224068	40224069	"ANKRD20A3"
"65623"	"chr9"	137579675	137579676	"DPH7"
"65624"	"chr9"	133525709	133525710	"MYMK"
"65625"	"chr9"	34590474	34590475	"CNTFR"
"65626"	"chr9"	34612847	34612848	"RPP25L"
"65627"	"chr9"	34621245	34621246	"DCTN3"
"65628"	"chr9"	34459320	34459321	"FAM219A"
"65629"	"chr9"	34459320	34459321	"FAM219A"
"65630"	"chr9"	34382339	34382340	"C9orf24"
"65631"	"chr9"	34459320	34459321	"FAM219A"
"65632"	"chr9"	34459320	34459321	"FAM219A"
"65633"	"chr9"	34382339	34382340	"C9orf24"
"65634"	"chr9"	34382339	34382340	"C9orf24"
"65635"	"chr9"	34179792	34179793	"UBAP1"
